date,level,direction,entry,tp,sl,bar_idx,session,day_of_week,hour,level_price,year,month,outcome,exit_price,exit_time,pnl_pts,pnl_usd_gross,fees_usd,pnl_usd,bars_held,max_favorable_excursion,max_adverse_excursion,trailing_active,contracts
2019-01-02 03:15:00-05:00,LPH,SHORT,122.078125,121.878125,122.378125,37,London,Wednesday,3,122.078125,2019,1,LOSS,122.378125,2019-01-02 08:45:00-05:00,-0.29999999999999716,-599.9999999999943,7.0,-606.9999999999943,22,0.0,0.375,False,2
2019-01-02 04:45:00-05:00,PMH,SHORT,122.234375,122.034375,122.534375,43,London,Wednesday,4,122.234375,2019,1,LOSS,122.534375,2019-01-02 16:30:00-05:00,-0.29999999999999716,-599.9999999999943,7.0,-606.9999999999943,47,0.15625,0.390625,False,2
2019-01-02 05:15:00-05:00,PML,LONG,122.171875,122.371875,121.871875,45,London,Wednesday,5,122.171875,2019,1,WIN,122.423125,2019-01-02 08:45:00-05:00,0.25124999999999886,502.4999999999977,7.0,495.4999999999977,14,0.28125,0.0,True,2
2019-01-03 03:15:00-05:00,LPL,LONG,122.453125,122.653125,122.153125,129,London,Thursday,3,122.453125,2019,1,WIN,122.641875,2019-01-03 10:00:00-05:00,0.18874999999999886,377.4999999999977,7.0,370.4999999999977,27,0.21875,0.234375,True,2
2019-01-03 04:45:00-05:00,PML,LONG,122.359375,122.559375,122.059375,135,London,Thursday,4,122.359375,2019,1,WIN,122.641875,2019-01-03 10:00:00-05:00,0.28249999999999886,564.9999999999977,7.0,557.9999999999977,21,0.3125,0.140625,True,2
2019-01-03 05:00:00-05:00,PMH,SHORT,122.421875,122.221875,122.721875,136,London,Thursday,5,122.421875,2019,1,WIN,122.24875,2019-01-03 08:15:00-05:00,0.17312499999999886,346.2499999999977,7.0,339.2499999999977,13,0.203125,0.0,True,2
2019-01-04 05:00:00-05:00,PML,LONG,122.671875,122.871875,122.371875,228,London,Friday,5,122.671875,2019,1,WIN,122.93875,2019-01-04 07:45:00-05:00,0.26687499999999886,533.7499999999977,7.0,526.7499999999977,11,0.296875,0.03125,True,2
2019-01-07 05:00:00-05:00,PMH,SHORT,122.734375,122.534375,123.034375,320,London,Monday,5,122.734375,2019,1,WIN,122.3425,2019-01-07 05:15:00-05:00,0.39187499999999886,783.7499999999977,7.0,776.7499999999977,1,0.421875,0.0,True,2
2019-01-07 05:15:00-05:00,PML,LONG,122.3125,122.5125,122.0125,321,London,Monday,5,122.3125,2019,1,WIN,122.68875,2019-01-07 06:00:00-05:00,0.37624999999999886,752.4999999999977,7.0,745.4999999999977,3,0.40625,0.03125,True,2
2019-01-08 03:15:00-05:00,LPL,LONG,121.90625,122.10625,121.60625,405,London,Tuesday,3,121.90625,2019,1,LOSS,121.60625,2019-01-08 20:45:00-05:00,-0.29999999999999716,-599.9999999999943,7.0,-606.9999999999943,66,0.0625,0.3125,False,2
2019-01-08 05:00:00-05:00,PMH,SHORT,121.9375,121.7375,122.2375,412,London,Tuesday,5,121.9375,2019,1,WIN,121.74875,2019-01-08 14:45:00-05:00,0.18874999999999886,377.4999999999977,7.0,370.4999999999977,39,0.21875,0.03125,True,2
2019-01-08 05:15:00-05:00,PML,LONG,121.875,122.075,121.575,413,London,Tuesday,5,121.875,2019,1,LOSS,121.575,2019-01-09 04:15:00-05:00,-0.29999999999999716,-599.9999999999943,7.0,-606.9999999999943,88,0.125,0.3125,False,2
2019-01-09 03:15:00-05:00,LPL,LONG,121.640625,121.840625,121.340625,497,London,Wednesday,3,121.640625,2019,1,WIN,121.87625,2019-01-09 09:45:00-05:00,0.23562499999999886,471.2499999999977,7.0,464.2499999999977,26,0.265625,0.140625,True,2
2019-01-09 04:45:00-05:00,PML,LONG,121.53125,121.73125,121.23125,503,London,Wednesday,4,121.53125,2019,1,WIN,121.766875,2019-01-09 06:45:00-05:00,0.23562499999999886,471.2499999999977,7.0,464.2499999999977,8,0.265625,0.0,True,2
2019-01-09 05:15:00-05:00,PMH,SHORT,121.59375,121.39375,121.89375,505,London,Wednesday,5,121.59375,2019,1,LOSS,121.89375,2019-01-09 09:45:00-05:00,-0.29999999999999716,-599.9999999999943,7.0,-606.9999999999943,18,0.09375,0.3125,False,2
2019-01-10 04:00:00-05:00,LPL,LONG,121.890625,122.090625,121.590625,592,London,Thursday,4,121.890625,2019,1,WIN,122.173125,2019-01-10 06:45:00-05:00,0.28249999999999886,564.9999999999977,7.0,557.9999999999977,11,0.3125,0.015625,True,2
2019-01-10 04:45:00-05:00,PML,LONG,121.90625,122.10625,121.60625,595,London,Thursday,4,121.90625,2019,1,WIN,122.173125,2019-01-10 06:45:00-05:00,0.26687499999999886,533.7499999999977,7.0,526.7499999999977,8,0.296875,0.03125,True,2
