date,level,direction,entry,tp,sl,bar_idx,session,day_of_week,hour,level_price,year,month,outcome,exit_price,exit_time,pnl_pts,pnl_usd,bars_held,max_favorable_excursion,max_adverse_excursion,breakeven_hit,trailing_active,contracts
2025-03-20 10:45:00-04:00,PDH,SHORT,5718.5,5693.5,5743.5,135814,NY,Thursday,10,5718.5,2025,3,WIN,5690.0,2025-03-20 11:30:00-04:00,28.5,570.0,3,33.5,0.0,False,True,4
2025-03-21 03:30:00-04:00,LPL,LONG,5649.75,5674.75,5624.75,135877,London,Friday,3,5649.75,2025,3,LOSS,5624.75,2025-03-21 08:30:00-04:00,-25.0,-500.0,20,12.0,32.25,False,False,4
2025-03-21 04:45:00-04:00,PML,LONG,5634.75,5659.75,5609.75,135882,London,Friday,4,5634.75,2025,3,LOSS,5609.75,2025-03-21 09:00:00-04:00,-25.0,-500.0,17,20.75,34.75,False,False,4
2025-03-24 05:00:00-04:00,PMH,SHORT,5780.5,5755.5,5805.5,135945,London,Monday,5,5780.5,2025,3,LOSS,5805.5,2025-03-24 10:15:00-04:00,-25.0,-500.0,21,12.25,27.5,False,False,4
2025-03-24 05:00:00-04:00,PML,LONG,5773.25,5798.25,5748.25,135945,London,Monday,5,5773.25,2025,3,WIN,5799.5,2025-03-24 09:45:00-04:00,26.25,525.0,19,31.25,5.0,False,True,4
2025-03-25 03:30:00-04:00,LPL,LONG,5804.25,5829.25,5779.25,136031,London,Tuesday,3,5804.25,2025,3,WIN,5824.5,2025-03-25 07:45:00-04:00,20.25,405.0,17,25.25,2.75,False,True,4
2025-03-25 05:15:00-04:00,PML,LONG,5802.5,5827.5,5777.5,136038,London,Tuesday,5,5802.5,2025,3,WIN,5824.5,2025-03-25 07:45:00-04:00,22.0,440.0,10,27.0,0.0,False,True,4
2025-03-25 10:15:00-04:00,PMH,SHORT,5834.0,5809.0,5859.0,136058,NY,Tuesday,10,5834.0,2025,3,WIN,5813.5,2025-03-25 14:45:00-04:00,20.5,410.0,18,25.5,3.25,False,True,4
2025-03-26 03:15:00-04:00,LPH,SHORT,5828.0,5803.0,5853.0,136122,London,Wednesday,3,5828.0,2025,3,WIN,5802.0,2025-03-26 10:15:00-04:00,26.0,520.0,28,31.0,6.5,False,True,4
2025-03-26 04:00:00-04:00,LPL,LONG,5817.25,5842.25,5792.25,136125,London,Wednesday,4,5817.25,2025,3,LOSS,5792.25,2025-03-26 11:15:00-04:00,-25.0,-500.0,29,17.25,26.5,False,False,4
2025-03-26 04:45:00-04:00,PMH,SHORT,5823.75,5798.75,5848.75,136128,London,Wednesday,4,5823.75,2025,3,WIN,5802.0,2025-03-26 10:15:00-04:00,21.75,435.0,22,26.75,10.75,False,True,4
2025-03-26 09:45:00-04:00,PML,LONG,5813.5,5838.5,5788.5,136148,NY,Wednesday,9,5813.5,2025,3,LOSS,5788.5,2025-03-26 11:45:00-04:00,-25.0,-500.0,8,4.0,41.5,False,False,4
2025-03-26 09:45:00-04:00,PDL,LONG,5801.5,5826.5,5776.5,136148,NY,Wednesday,9,5801.5,2025,3,LOSS,5776.5,2025-03-26 11:45:00-04:00,-25.0,-500.0,8,16.0,29.5,False,False,4
2025-03-27 04:45:00-04:00,PMH,SHORT,5764.75,5739.75,5789.75,136220,London,Thursday,4,5764.75,2025,3,WIN,5744.0,2025-03-27 09:15:00-04:00,20.75,415.0,18,25.75,5.25,False,True,4
2025-03-27 12:45:00-04:00,PML,LONG,5739.0,5764.0,5714.0,136252,NY,Thursday,12,5739.0,2025,3,WIN,5766.25,2025-03-27 15:15:00-04:00,27.25,545.0,10,32.25,5.25,False,True,4
2025-03-28 04:45:00-04:00,PMH,SHORT,5727.5,5702.5,5752.5,136312,London,Friday,4,5727.5,2025,3,WIN,5684.0,2025-03-28 10:00:00-04:00,43.5,870.0,21,48.5,12.25,False,True,4
